timestamp(ms),Roll,Pitch,Yaw,Ax,Ay,Az,Gx,Gy,Gz,
"1739672302.977","5.85","-80.11","244.09","0.010461","-0.000447","0.001443","0.032636","0.017128","0.028732",
"1739672302.999","5.04","-80.25","244.89","0.010827","-0.000325","0.001443","0.032636","0.001861","0.013465",
"1739672303.02","5.39","-80.41","244.54","0.014001",,,,,,
"1739672303.021",,,,,"0.00053","0.001199","-0.028433","-0.013407","-0.032336",
"1739672303.042","4.99","-80.26","244.93","0.010217","-0.000447","0.003518","-0.0437","0.017128","0.013465",
"1739672303.063","5.07","-80.1",,,,,,,,
"1739672303.064",,,"244.85","0.010949","0.00053","0.004006","-0.013165","0.001861","-0.001802",
"1739672303.085","5.28","-79.95","244.65","0.011681","0.00114","0.004983","0.032636","0.001861","-0.001802",
"1739672303.107","4.96","-79.8","244.96","0.00985","-0.000081","0.002663","0.032636","-0.013407","-0.017069",
"1739672303.128","4.02","-79.69","245.88","0.008996","0.000041","0.001687","0.047903","0.001861","-0.017069",
"1739672303.15","3.83","-79.87","246.08","0.010217","-0.000813","-0.001609","0.047903","0.017128","-0.017069",
"1739672303.171","3.94",,,,,,,,,
"1739672303.172",,"-80.03","245.96","0.010217","0.000163","0.001077","0.002102","-0.043941","0.013465",
"1739672303.193","4.72","-80.16","245.2","0.009972","0.000896","0.000832","0.002102","-0.043941","-0.017069",
"1739672303.214","4.39",,,,,,,,,
"1739672303.215",,"-80.01","245.52","0.010339","0.000041","0.002175","0.06317","-0.043941","-0.032336",
"1739672303.236","3.47","-80.14","246.44","0.012414","-0.001057","0.001321","0.017369","0.001861","0.013465",
"1739672303.258","2.61","-80.02","247.27","0.011193","-0.000813","0.002786","-0.013165","-0.013407","0.013465",
"1739672303.279","2.71","-79.86","247.18","0.00863","0.000407","0.003762","0.017369","0.017128","-0.001802",
"1739672303.301","2.78","-79.7","247.11","0.00863","0.000163","0.002297","-0.013165","0.001861","-0.047603",
"1739672303.322","4.03","-79.74","245.88","0.012292",,,,,,
"1739672303.323",,,,,"0.000896","0.002053","-0.028433","-0.028674","-0.017069",
"1739672303.344","3.23","-79.88","246.66","0.01339","-0.000935","0.001443","0.002102","-0.013407","0.013465",
"1739672303.366","2.33","-80.01","247.56","0.011437","-0.001668","0.00071","0.047903","0.001861","-0.017069",
"1739672303.387","2.72","-79.85","247.17","0.011193","0.000652","0.003152","0.047903","-0.028674","-0.062871",
"1739672303.409","3.2","-79.7","246.7","0.009728","0.000652","0.002663","0.032636","-0.013407","-0.032336",
"1739672303.43","3.41","-79.86","246.5","0.012536","0.000163","0.002053","0.047903","-0.013407","-0.017069",
"1739672303.452","2.14","-79.84","247.74","0.010949","-0.001302","0.002175","0.017369","-0.013407","-0.017069",
"1739672303.473","1.64","-80","248.24","0.009606","-0.000813","0.000222",,,,
"1739672303.474",,,,,,,"-0.028433","-0.028674","0.013465",
"1739672303.495","2.94","-80.03","246.95","0.011926","0.00114","0.001931","0.017369","-0.013407","-0.017069",
"1739672303.517","3.7","-80.16","246.21","0.014367","0.00114","0.001321","-0.013165","-0.028674","0.013465",
"1739672303.538","3.97","-80","245.94","0.009972","0.000407","0.002541","-0.013165","-0.028674",,
"1739672303.539",,,,,,,,,"-0.001802",
"1739672303.56","2.82","-79.93","247.07","0.011315","-0.000569","0.002297","0.017369","-0.013407","0.013465",
"1739672303.581","2.39","-79.78","247.5","0.011559","-0.000447","0.003274",,,,
"1739672303.582",,,,,,,"-0.013165","0.001861","0.013465",
"1739672303.603","2.8","-79.94","247.09","0.010217","0.000285","0.001321","-0.0437","-0.028674","-0.032336",
"1739672303.624","4.11","-79.94","245.8",,,,,,,
"1739672303.625",,,,"0.009118","0.002239","0.001443","0.002102","-0.013407","-0.017069",
"1739672303.646","5.35","-79.9","244.58","0.008508","0.003703","0.001931","-0.0437","0.001861","0.013465",
"1739672303.668","4.57","-80.05","245.35","0.010949","-0.001668","0.000222","-0.028433","0.017128","0.028732",
"1739672303.689","3.25","-80.07","246.65","0.010949","-0.002644","0.001809","0.032636","0.017128","0.028732",
"1739672303.711","3.38","-80.24","246.53","0.014001","0.000285","-0.000144","0.078438","0.001861","-0.047603",
"1739672303.732","4.37","-80.35","245.55","0.011193","0.002483","-0.000022","0.002102","0.032395","-0.017069",
"1739672303.754","5.61","-80.42","244.32","0.008508","0.001506","0.000832","0.002102","0.032395","-0.032336",
"1739672303.775","5.36","-80.59","244.57","0.009972",,,,,,
"1739672303.776",,,,,"0.000041","0.001321","0.002102","-0.013407","0.013465",
"1739672303.797","4.35","-80.49","245.56","0.011315","-0.001424","0.00303","-0.013165","0.017128","0.028732",
"1739672303.819","3.84","-80.35","246.07","0.009972","-0.000813","0.003518","0.017369","0.001861","-0.001802",
"1739672303.84","4.2","-80.19","245.72","0.010217","0.001262","0.004128","0.002102","0.032395","-0.001802",
"1739672303.862","4.65","-80.05","245.27","0.009362","0.002361","0.005105","0.017369","0.001861","0.013465",
"1739672303.883","5.31","-79.91","244.62","0.011559","0.002361","0.00425",,,,
"1739672303.884",,,,,,,"-0.028433","0.047662","0.028732",
"1739672303.905","5.7","-80.07","244.23","0.01339","0.000285","0.002175","-0.058967","0.001861","-0.001802",
"1739672303.926","4.57",,,,,,,,,
"1739672303.927",,"-80.17","245.35","0.01278","-0.001912","0.001321","-0.013165","0.001861","-0.001802",
"1739672303.948","4.22","-80.33","245.69","0.014489","-0.000325","0.001321","-0.028433","0.001861","0.013465",
"1739672303.97","5.53","-80.37","244.4","0.013268","0.001262","0.001931","-0.013165","0.017128","-0.032336",
"1739672303.991","6.71","-80.29","243.23","0.011193","0.001872","0.002419","-0.028433","0.017128","-0.001802",
"1739672304.013","6.33","-80.45","243.61","0.010217","-0.000447","0.000466","-0.028433","0.032395","-0.001802",
"1739672304.034","5.3","-80.57","244.63","0.011437","-0.000813","0.001321","0.017369",,,
"1739672304.035",,,,,,,,"0.001861","-0.001802",
"1739672304.056","5.37","-80.74","244.56","0.012902","0.000163","0.000588","0.002102","-0.028674","0.013465",
"1739672304.077","6.69","-80.79","243.25",,,,,,,
"1739672304.078",,,,"0.011193","0.00053","0.001687","0.002102","-0.013407","-0.001802",
"1739672304.099","7.1","-80.64","242.85","0.009362","0.000896","0.002786","0.06317","-0.013407","0.013465",
"1739672304.121","7.05","-80.48","242.9","0.011193","0.000285","0.002541","0.017369","0.001861","0.013465",
"1739672304.142","5.71","-80.53","244.23","0.010217","-0.000813","0.001565","0.002102","-0.028674","0.013465",
"1739672304.164","4.62","-80.64","245.3","0.013024","-0.000691","0.001687","0.047903","-0.013407","-0.001802",
"1739672304.185","3.88","-80.52","246.03","0.012292","-0.00179","0.004372","0.032636","0.047662","-0.032336",
"1739672304.207","5.24","-80.55","244.7","0.011559","0.00114","0.001687","0.017369","0.017128","-0.032336",
"1739672304.228","6.29","-80.45",,,,,,,,
"1739672304.229",,,"243.65","0.010339","0.002116","0.002663","0.017369","0.017128","0.013465",
"1739672304.25","7.17","-80.32","242.79","0.008874","0.00114","0.002175","0.017369","-0.013407","-0.017069",
"1739672304.272","8.18","-80.42","241.79","0.010339","0.000896","0.001199","0.032636","-0.013407","-0.017069",
"1739672304.293","6.85","-80.4","243.1","0.010094","-0.000325","0.001809","0.017369","0.017128","-0.032336",
"1739672304.315","6.53","-80.57","243.42","0.011071","-0.000081","0.001199","-0.0437","-0.028674","-0.062871",
"1739672304.336","7.2","-80.71","242.76","0.013635","0.00114","0.00071",,,,
"1739672304.337",,,,,,,"0.002102","-0.013407","-0.047603",
"1739672304.358","7.85","-80.56","242.12","0.011315","0.000652","0.002297","-0.013165","-0.013407","0.013465",
"1739672304.379","7.57","-80.41","242.39",,,,,,,
"1739672304.38",,,,"0.011559","-0.000081","0.004128","0.002102","-0.028674","-0.001802",
"1739672304.401","7.74","-80.57","242.22","0.011681","0.000285","0.001077","0.017369","-0.028674","-0.032336",
"1739672304.423","6.47","-80.53","243.48","0.011681","-0.001179","0.002419","-0.013165","-0.059208","-0.062871",
"1739672304.444","6.34","-80.37","243.6","0.012048","0.000163","0.004495","0.002102","-0.028674","-0.032336",
"1739672304.466","7.36","-80.48","242.6","0.013635","0.001018","0.001687","-0.028433","-0.028674","-0.032336",
"1739672304.487","8.61","-80.4","241.37","0.011071","0.00114","0.002053",,,,
"1739672304.488",,,,,,,"-0.028433","-0.013407","-0.017069",
"1739672304.509","9.9","-80.33","240.09","0.013024","0.00114","0.002297","0.002102","-0.028674","-0.001802",
"1739672304.53","9.03",,,,,,,,,
"1739672304.531",,"-80.47","240.96","0.009606","-0.000813","0.000832","0.002102","-0.028674","0.013465",
"1739672304.552","9.51","-80.62","240.48","0.011926","0.00053","0.001321","-0.013165","-0.013407","-0.017069",
"1739672304.574","10.21","-80.76","239.79","0.011681","0.000652","0.001321","0.002102","-0.028674","-0.001802",
"1739672304.595","10.11","-80.6","239.89","0.008263","0.000285","0.001931","-0.074234","0.001861","-0.001802",
"1739672304.617","10.41","-80.76","239.59","0.010583","0.000407","0.000832","-0.013165","0.001861","-0.001802",
"1739672304.638","10.66","-80.92","239.34","0.010827","0.000407","0.0001",,,,
"1739672304.639",,,,,,,"0.017369","-0.013407","0.013465",
"1739672304.66","9.37","-80.87","240.62","0.011681","-0.000691","0.002297","-0.013165","-0.028674","0.013465",
"1739672304.681","8.82",,,,,,,,,
"1739672304.682",,"-80.73","241.16","0.014123","0.000041","0.00303","0.002102","0.017128","-0.001802",
"1739672304.703","10.22","-80.69","239.77","0.009728","0.000896","0.001565","0.017369","-0.043941","-0.047603",
"1739672304.725","8.86","-80.76","241.12","0.010217","-0.000447","0.001565","0.017369","0.001861","-0.032336",
"1739672304.746","7.5","-80.82","242.46","0.012902","-0.000691","0.001931","0.002102","0.001861","-0.032336",
"1739672304.768","6.15","-80.78","243.79","0.011803","-0.000691","0.002175","-0.013165","-0.059208","-0.001802",
"1739672304.789","4.82","-80.86","245.11","0.013512","-0.001302",,,,,
"1739672304.79",,,,,,"0.001809","0.032636","-0.043941","-0.017069",
"1739672304.811","3.94","-80.73","245.97","0.010583","-0.000569","0.002419","0.017369","0.017128","-0.017069",
"1739672304.832","3.62",,,,,,,,,
"1739672304.833",,"-80.9","246.29","0.011437","-0.000081","0.001321","0.017369","-0.013407","-0.001802",
"1739672304.854","3.21","-80.75","246.69","0.009362","-0.000325","0.002663","-0.013165","0.017128","-0.001802",
"1739672304.876","3.05","-80.59","246.85","0.008752","0.000041","0.001809","-0.013165","0.001861","0.013465",
"1739672304.897","2","-80.71","247.89","0.009484","-0.00179","0.000344","0.017369","-0.013407","-0.001802",
"1739672304.919","0.62","-80.75","249.25","0.010705","-0.000325","0.001687","0.017369","0.017128","-0.017069",
"1739672304.94","0.8","-80.59","249.08","0.009972","0.000285",,,,,
"1739672304.941",,,,,,"0.00303","0.047903","-0.013407","-0.017069",
"1739672304.962","1.81","-80.49","248.09","0.007531","0.00175","0.002297","0.032636","-0.043941","-0.001802",
"1739672304.983","2.5",,,,,,,,,
"1739672304.984",,"-80.63","247.4","0.011437","0.000407","0.001443","0.032636","-0.089742","0.028732",
"1739672305.005","1.09","-80.63","248.79","0.011437","-0.001179","0.001931","0.017369","-0.074475","-0.001802",
"1739672305.027","0.53","-80.49","249.35","0.010949","-0.000569","0.002786","0.047903","-0.043941","-0.032336",
"1739672305.048","1.05","-80.34","248.83","0.010217","0.000285","0.002175","0.017369","-0.028674","-0.062871",
"1739672305.07","2.02","-80.46","247.88","0.010827","0.00114","0.000955","0.002102","0.001861","-0.047603",
"1739672305.091","2.57","-80.61","247.33","0.010705","0.001018","-0.000022","0.06317","0.032395",,
"1739672305.092",,,,,,,,,"-0.017069",
"1739672305.113","3.78","-80.69","246.15","0.010827","0.000285","0.001687","0.032636","0.032395","-0.032336",
"1739672305.135","3.23","-80.55","246.69","0.012658","-0.000569","0.003396","0.032636","-0.028674","-0.001802",
"1739672305.156","2.92","-80.4","246.99","0.010583","-0.000447","0.003762","0.032636","0.001861","-0.032336",
"1739672305.178","1.58","-80.37","248.31","0.010705","-0.000691","0.001931","0.002102","-0.043941","-0.001802",
"1739672305.199","1.49","-80.54","248.4","0.009484","-0.000081","0.000588","0.032636","-0.013407","-0.062871",
"1739672305.221","2.82","-80.59","247.09","0.011559","0.000896","0.001687","0.032636","0.001861","-0.001802",
"1739672305.242","4.17","-80.55","245.76","0.01217","0.002483",,,,,
"1739672305.243",,,,,,"0.002297","0.017369","0.001861","0.028732",
"1739672305.264","5.47","-80.49","244.48","0.011315","0.001628","0.002175","-0.028433","-0.028674","0.028732",
"1739672305.286","5.09","-80.35","244.85","0.008752","-0.000935","0.004739","-0.013165","-0.013407","-0.001802",
"1739672305.307","4.03","-80.27","245.9","0.007653","-0.001912","0.002419","0.002102","0.001861","-0.047603",
"1739672305.329","3.24","-80.15","246.68","0.011193","-0.001546","0.00364","-0.058967","-0.013407","-0.017069",
"1739672305.35","3.48","-80.31","246.44","0.010827","0.000285","0.000955","-0.028433","0.017128","0.013465",
"1739672305.372","3.35","-80.48","246.56","0.011681","0.000041","0.001565","0.002102","-0.028674","0.013465",
"1739672305.393","3.45",,,,,,,,,
"1739672305.394",,"-80.64","246.46","0.010461","0.000163","-0.000144","-0.013165","-0.028674","-0.017069",
"1739672305.415","4.4","-80.76","245.53","0.011559","0.001018","0.001077","0.002102","0.001861","-0.017069",
"1739672305.437","3.78","-80.63","246.14","0.009484","-0.001302","0.003762","0.002102","-0.013407","-0.017069",
"1739672305.458","3.17","-80.78","246.74","0.010461","-0.000447","0.000955","0.002102","-0.028674","-0.017069",
"1739672305.48","4.26","-80.68","245.66","0.010827","0.00114","0.002297","0.002102","0.001861","-0.001802",
"1739672305.501","4.14","-80.52","245.79","0.007653","0.000041","0.002297","0.047903","0.001861",,
"1739672305.502",,,,,,,,,"0.028732",
"1739672305.523","4.23","-80.36","245.7","0.008752","0.000285","0.002541","0.002102","0.017128","-0.017069",
"1739672305.544","3.6","-80.22","246.32",,,,,,,
"1739672305.545",,,,"0.011193","-0.000203","0.002419","0.032636","-0.043941","-0.017069",
"1739672305.566","2.33","-80.29","247.57","0.011681","-0.000203","0.001931","0.002102","-0.028674","-0.047603",
"1739672305.588","2.8","-80.13","247.11","0.011437","0.000896","0.003396","0.002102","-0.028674","-0.047603",
"1739672305.609","2.86","-79.98","247.05","0.011437","0.000407","0.004617","0.002102","-0.013407","-0.017069",
"1739672305.631","2.44","-79.83","247.46","0.011926","-0.000447","0.003396","-0.013165","0.001861","0.013465",
"1739672305.652","2.39","-79.67","247.52","0.00985","0.000041","0.003762","0.002102","0.017128","0.013465",
"1739672305.674","1.95","-79.53","247.95","0.008874","-0.000935","0.00364","-0.028433","-0.028674","-0.017069",
"1739672305.695","3.21","-79.53","246.71",,,,,,,
"1739672305.696",,,,"0.010583","0.000407","0.001931","-0.028433","0.032395","-0.017069",
"1739672305.717","2.51","-79.67","247.39","0.010949","-0.000447","0.001443","0.002102","0.062929","-0.032336",
"1739672305.739","2.61","-79.52","247.29","0.008508","0.000407","0.00364","0.002102","0.001861","-0.017069",
"1739672305.76","2.95","-79.36","246.96","0.00863","0.000774","0.003152","0.002102","0.017128","-0.017069",
"1739672305.782","1.94","-79.28","247.95","0.012536","-0.001424","0.003152","0.017369","0.017128","0.013465",
"1739672305.803","1.6","-79.13","248.29","0.011926","-0.000691","0.00425",,,,
"1739672305.804",,,,,,,"0.002102","0.017128","-0.017069",
"1739672305.825","2.62","-79.04","247.28","0.011803","0.001018","0.002663","0.032636","0.001861","-0.032336",
"1739672305.846","3.78",,,,,,,,,
"1739672305.847",,"-79.08","246.14","0.01278","0.001262","0.002175","-0.013165","0.017128","0.013465",
"1739672305.868","3.64","-79.25","246.28","0.011926","0.000041","0.001809","0.002102","0.032395","0.013465",
"1739672305.89","3.91","-79.41","246.02","0.013146","0.000407","0.001443","0.002102","0.001861","0.013465",
"1739672305.911","3.58","-79.57","246.35","0.011193","-0.000569","0.000466","-0.013165","0.001861","-0.001802",
"1739672305.933","2.56","-79.68","247.34","0.010217","-0.000935","0.001321","-0.013165","0.001861","-0.032336",
"1739672305.954","2.27","-79.52","247.63","0.010461","-0.000203","0.002908","-0.0437","0.001861",,
"1739672305.955",,,,,,,,,"-0.017069",
"1739672305.976","3.51","-79.49","246.41","0.008996","0.000285","0.001687","-0.0437","0.032395","-0.001802",
"1739672305.998","2.44","-79.41","247.46","0.009118","-0.000691","0.002053","-0.0437","0.001861","-0.017069",
"1739672306.019","1.36","-79.5","248.52","0.009484","-0.00179","0.000955","-0.028433","0.001861","-0.017069",
"1739672306.041","1.03","-79.67","248.84","0.011803","-0.000691","0.000222","0.032636","-0.013407","-0.032336",
"1739672306.062","2.29","-79.7","247.6","0.010827","0.000285","0.001931","-0.013165","0.017128",,
"1739672306.063",,,,,,,,,"-0.062871",
"1739672306.084","1.06","-79.67","248.82","0.012414","-0.000813","0.002419","-0.028433","-0.013407","-0.047603",
"1739672306.105","2","-79.77","247.89","0.011803","0.00053","0.001809","-0.013165","0.032395","0.013465",
"1739672306.127","1.22","-79.65","248.66","0.011315","-0.000325","0.002419","-0.0437","0.047662","-0.017069",
"1739672306.148","1.89","-79.79",,,,,,,,
"1739672306.149",,,"248","0.012048","0.000652","0.001443","0.002102","0.017128","-0.001802",
"1739672306.17","0.74","-79.87","249.13","0.010705","-0.00179","0.001199","-0.028433","0.047662","-0.001802",
"1739672306.192","-0.54","-79.85","250.39","0.011315","-0.001302","0.002175","0.017369","-0.028674","-0.017069",
"1739672306.213","-1.38","-79.73","251.22","0.010217","-0.001424","0.002908","0.06317","-0.013407","-0.047603",
"1739672306.235","-1.06","-79.58","250.91","0.011437","0.00053","0.003762","0.047903","0.001861","-0.017069",
"1739672306.256","-0.79","-79.74","250.63",,,,,,,
"1739672306.257",,,,"0.010339","0.00053","0.0001","0.002102","0.001861","-0.001802",
"1739672306.278","0.15","-79.86","249.71","0.009362","0.001628","0.000466","0.002102","0.001861","-0.032336",
"1739672306.299","-0.53",,,,,,,,,
"1739672306.3",,"-80.01","250.38","0.010583","-0.000569","0.001199","0.047903","0.017128","-0.062871",
"1739672306.321","0.71","-79.95","249.17","0.014123","0.000652","0.002663","0.002102","0.001861","-0.001802",
"1739672306.343","0.16","-80.1","249.71","0.010827","-0.000203","0.001565","0.017369","-0.013407","-0.032336",
"1739672306.364","1.2","-80","248.68","0.009362","0.000774","0.002053","0.002102","-0.013407","-0.017069",
"1739672306.386","0.09","-80.1","249.77","0.010217","-0.000691","0.001443","-0.013165","0.017128","-0.001802",
"1739672306.407","-0.53","-79.96","250.38","0.010094","-0.001057",,,,,
"1739672306.408",,,,,,"0.003152","-0.0437","-0.013407","-0.001802",
"1739672306.429","-1.36","-79.84","251.2","0.010094","-0.000935","0.002541","-0.013165","-0.028674","0.028732",
"1739672306.451","-2.58","-79.79","252.4","0.010583","-0.002156","0.002297","0.017369","0.017128","-0.047603",
"1739672306.472","-1.46","-79.88","251.3","0.013757","0.002239","0.001443","0.002102","-0.028674","-0.032336",
"1739672306.494","-0.47","-79.79","250.33","0.008874","0.001628","0.002541","0.017369","0.017128","0.044",
"1739672306.515","0.43","-79.91","249.44","0.010217","0.001262","0.000832","0.017369",,,
"1739672306.516",,,,,,,,"0.001861","-0.001802",
"1739672306.537","-0.08","-80.07","249.94","0.010217","-0.000813","0.000344","-0.028433","0.032395","0.013465",
"1739672306.558","-0.44","-80.23","250.3","0.011193",,,,,,
"1739672306.559",,,,,"-0.000813","-0.000266","-0.013165","-0.013407","0.028732",
"1739672306.58","-0.35","-80.4","250.21","0.009362","0.000163","-0.000144","0.032636","-0.028674","0.013465",
"1739672306.602","-1.23","-80.28","251.08","0.013512","-0.000325","0.002541","0.002102","-0.013407","-0.032336",
"1739672306.623","0.01","-80.35","249.85","0.011926","0.001018","0.001687","-0.013165","0.001861","0.013465",
"1739672306.645","-1.35","-80.34","251.2","0.00985","-0.000569","0.001687","-0.013165","0.001861","-0.017069",
"1739672306.666","-2.04","-80.2","251.87","0.008996","-0.000935","0.002541","0.002102","0.001861",,
"1739672306.667",,,,,,,,,"-0.001802",
"1739672306.688","-2.02","-80.04","251.85","0.011193","-0.000081","0.003152","0.002102","0.001861","-0.032336",
"1739672306.709","-0.89","-80.14","250.74",,,,,,,
"1739672306.71",,,,"0.010827","0.001872","0.000955","0.017369","-0.013407","-0.017069",
"1739672306.731","0.42","-80.18","249.45","0.011437","0.001018","0.001809","0.002102","0.017128","-0.001802",
"1739672306.753","1.72","-80.22","248.17","0.011193","0.00114","0.001687","0.017369","-0.013407","0.013465",
"1739672306.774","1.29","-80.07","248.59","0.010583","-0.000325","0.002663","0.017369","0.001861","-0.032336",
"1739672306.796","0.21","-79.99","249.66","0.008508","-0.001424","0.002175","0.032636","0.001861","-0.001802",
"1739672306.817","0.12","-80.15","249.75","0.010339","-0.000081","0.000955","0.002102","0.001861","-0.032336",
"1739672306.839","1.45","-80.18","248.43","0.013757","0.003215","0.001931","-0.013165","0.017128","-0.017069",
"1739672306.86","2.57","-80.1",,,,,,,,
"1739672306.861",,,"247.33","0.012292","0.00407","0.00364","-0.013165","0.001861","-0.001802",
"1739672306.882","3.9","-80.12","246.02","0.012902","0.001506","0.002053","-0.013165","0.017128","-0.032336",
"1739672306.904","2.78","-80.22","247.12","0.013757","-0.000569","0.002053","-0.028433","-0.043941","0.028732",
"1739672306.925","2.06","-80.1","247.83","0.009118","-0.001424","0.003274","-0.028433","0.001861","-0.001802",
"1739672306.947","1.41","-80.24","248.47","0.011315","-0.000447","0.001321","-0.028433","0.047662","-0.017069",
"1739672306.968","2.03","-80.1","247.86","0.01278","0.000896","0.003274","0.017369","0.017128","0.013465",
"1739672306.99","3.23","-80.03","246.68","0.00924","0.00114","0.001931","0.017369","0.001861","0.044",
"1739672307.011","2.79","-79.88","247.11",,,,,,,
"1739672307.012",,,,"0.00924","-0.000203","0.002297","0.002102","0.001861","-0.017069",
"1739672307.033","1.8","-79.79","248.08","0.009362","-0.002278","0.00303","0.002102","0.032395","-0.001802",
"1739672307.055","0.54","-79.83","249.33","0.009972","-0.002522","0.001321","-0.013165","0.001861","-0.017069",
"1739672307.076","0.28","-80","249.58","0.010461","-0.000447","0.000222","0.017369","0.032395","-0.032336",
"1739672307.098","1.44","-80.08","248.44","0.010461","0.000652","0.001565","-0.013165","0.032395","-0.047603",
"1739672307.119","1.86","-80.23","248.02","0.011681","0.000407",,,,,
"1739672307.12",,,,,,"0.001199","-0.028433","0.047662","-0.017069",
"1739672307.141","3.21","-80.23","246.69","0.007897","0.001018","0.001321","-0.028433","0.032395","-0.017069",
"1739672307.162","4.19","-80.35",,,,,,,,
"1739672307.163",,,"245.73","0.010827","0.001506","0.00071","0.017369","0.032395","-0.032336",
"1739672307.184","4.45","-80.51","245.47","0.011926","0.000407","0.000588","0.017369","-0.013407","-0.032336",
"1739672307.206","4.4","-80.68","245.52","0.008996","-0.000081","-0.000022","0.002102","0.001861","-0.032336",
"1739672307.227","5.22","-80.54","244.71","0.011803","0.000285","0.002053","-0.013165","0.001861","-0.047603",
"1739672307.249","6.54","-80.48","243.41","0.012292","0.001018","0.002175","-0.013165","-0.028674","0.013465",
"1739672307.27","7.56","-80.36","242.41","0.010949","0.000407","0.001931","-0.0437",,,
"1739672307.271",,,,,,,,"0.017128","-0.001802",
"1739672307.292","7.28","-80.21","242.68","0.00924","0.000041","0.002541","0.002102","-0.013407","-0.032336",
"1739672307.313","7.8",,,,,,,,,
"1739672307.314",,"-80.06","242.17","0.010094","0.000652","0.002297","-0.013165","-0.013407","-0.017069",
"1739672307.335","8.77","-79.94","241.21","0.011681","0.001506","0.002663","0.017369","0.017128","-0.001802",
"1739672307.357","9.46","-80.07","240.53","0.01217","0.001506","0.000222","0.017369","-0.013407","-0.017069",
"1739672307.378","9.63","-80.24","240.37","0.010094","0.000285","0.00071","-0.028433","0.017128","-0.047603",
"1739672307.4","9.77","-80.4","240.23","0.010583","0.000285","0.001077","-0.013165","-0.043941","-0.001802",
"1739672307.421","8.42","-80.4","241.56","0.010705","-0.000569","0.001931","0.002102","0.001861",,
"1739672307.422",,,,,,,,,"0.013465",
"1739672307.443","7.83","-80.27","242.14","0.008996","-0.001302","0.00425","0.002102","0.047662","-0.017069",
"1739672307.464","8.38",,,,,,,,,
"1739672307.465",,"-80.42","241.6","0.013146","0.000652","0.001443","0.032636","0.001861","-0.032336",
"1739672307.486","8.75","-80.57","241.23","0.012292","0.000652","0.000466","-0.028433","0.032395","-0.032336",
"1739672307.508","8.85","-80.41","241.13","0.010339","0.000774","0.00364","-0.013165","0.017128","0.028732",
"1739672307.529","9.48","-80.26","240.51","0.009728","0.000896","0.002297","-0.028433","-0.028674",,
"1739672307.53",,,,,,,,,"-0.032336",
"1739672307.551","10.3","-80.12","239.71","0.011559","0.00114","0.002541","-0.0437","-0.013407","-0.017069",
"1739672307.572","10.96",,,,,,,,,
"1739672307.573",,"-80.26","239.05","0.009362","0.000652","0.000955","-0.0437","-0.013407","-0.001802",
"1739672307.594","11.35","-80.1","238.67","0.008874","0.000652","0.002053","-0.013165","0.001861","-0.001802",
"1739672307.615","12.01",,,,,,,,,
"1739672307.616",,"-79.95","238.01","0.007287","0.001628","0.002419","0.002102","0.032395","-0.001802",
"1739672307.637","12.78","-80.08","237.26","0.011315","0.001872","-0.000266","-0.013165","0.032395","-0.001802",
"1739672307.659","12.63","-79.92","237.4","0.009118","0.000407","0.002419","0.017369","0.047662","-0.001802",
"1739672307.68","12.95","-79.76","237.09","0.010949","0.000896","0.002663","-0.028433","0.001861","0.013465",
"1739672307.702","11.72","-79.74","238.3","0.011437","-0.000081","0.002175","-0.0437","0.017128","-0.032336",
"1739672307.723","10.97","-79.62","239.04","0.010217","0.000285",,,,,
"1739672307.724",,,,,,"0.001931","0.017369","-0.028674","-0.001802",
"1739672307.745","12.15","-79.67","237.88","0.010827","0.001262","0.001565","0.017369","-0.013407","-0.017069",
"1739672307.766","11.17",,,,,,,,,
"1739672307.767",,"-79.58","238.84","0.011803","0.000041","0.002419","0.002102","0.001861","-0.017069",
"1739672307.788","10.27","-79.49","239.73","0.011071","-0.000813","0.00303","0.002102","0.017128","-0.017069",
"1739672307.81","10.56","-79.33","239.44","0.011803","0.001384","0.004006","0.002102","0.017128","-0.047603",
"1739672307.831","10.06","-79.19","239.93","0.008996","-0.000447","0.003396","0.017369","-0.013407","-0.017069",
"1739672307.853","9.56","-79.35","240.42","0.00924","0.000163","0.001565","0.032636","0.001861","-0.062871",
"1739672307.874","9.45","-79.52","240.53","0.010217","0.000041",,,,,
"1739672307.875",,,,,,"0.000955","-0.028433","0.047662","-0.047603",
"1739672307.896","10.05","-79.66","239.94","0.01278","0.001994","-0.000877","-0.013165","0.001861","0.013465",
"1739672307.918","11.22","-79.72","238.79","0.00985","0.002239","0.000832","-0.0437","0.001861","0.028732",
"1739672307.939","12.48","-79.68","237.55","0.010949","0.00175","0.001931","-0.028433","-0.028674","-0.032336",
"1739672307.961","11.54","-79.81","238.47","0.012902","-0.000935","0.001565","0.032636","-0.013407","-0.032336",
"1739672307.982","10.33","-79.78","239.66","0.010339","-0.000691","0.002175","-0.028433","-0.028674","-0.017069",
"1739672308.004","11.18","-79.9","238.83","0.011803","0.00175","0.000466","-0.013165","0.017128","-0.032336",
"1739672308.025","12.46","-79.91","237.57","0.012658","0.002361",,,,,
"1739672308.026",,,,,,"0.001687","-0.013165","0.017128","-0.032336",
"1739672308.047","12.81","-80.07","237.22","0.011559","0.000652","0.000588","-0.013165","0.001861","0.028732",
"1739672308.068","12.24",,,,,,,,,
"1739672308.069",,"-79.94","237.78","0.009606","-0.000691","0.004006","-0.089501","0.001861","-0.001802",
